sentence,entity,standard_entity
龟头上有小泡,龟头上有小泡,龟头有水泡
有时！想尿！尿的少憋的慌,想尿,尿频
那到没有、有白色分泌物、,白色分泌物,白的东西
同房后不射精，怎么回事啊,同房后不射精,不射精
做爱快感不强烈。时间偏短,做爱快感不强烈,性欲减退
割完包皮红肿化脓好不好？,割完包皮红肿化脓,红肿
没有治疗，一周多了，没啥变化，就是痒痒，挠挠掉皮，还裂了个小口，流无色液体,裂了个小口,伤口破裂
罡丸肿大,罡丸肿大,睾丸肿大
尿频 尿急 排尿分叉  尿无力 尿等待 尿不尽 主要是射精无力,排尿分叉,尿分叉
包皮上长了好多小痘痘，很小肉眼很难观察到,小痘痘,长痘
就是觉得时间短   手和脚很凉   有种无力感,手和脚很凉,手脚冰凉
尿量不大,尿量不大,尿量少
阴经瘙痒,阴经瘙痒,龟头痒
包皮过长去医院检查了,包皮过长,包皮有点长
她说肚子疼,肚子疼,小腹疼
大多数时间座着。早上总是想尿。半小时。,早上总是想尿,尿频
包皮稍微长一点也不至于，一分钟就射了呀！,包皮稍微长,包皮有点长
我今年36岁，晚上有时候会遗精,遗精,频繁遗精
阴茎弯了,阴茎弯了,阴茎弯曲
龟头上发红,龟头上发红,龟头有红点
有时有尿频，尿不湿尽,尿不湿尽,尿不尽
房事射精有点点血丝,射精有点点血丝,射精出血
刮了阴毛下面痒,刮了阴毛下面痒,阴囊痒
我挤完开塞露突然想撒尿憋不住,憋不住,尿急
有尿不净阴囊潮湿,阴囊潮湿,睾丸潮湿
你好，我尿到有点痛还流浓是怎么回事,流浓,流脓
几个月了，天天洗澡没有，隔一天不洗就会有异味,异味,有异味
就是龟头有点红，有红点，有一点肿,龟头有点红，有红点,龟头有红点
有时趴着睡觉感觉肾有点疼,肾有点疼,肾痛
嗯嗯对就是今天没射,没射,不射精
龟头长白色疙瘩,龟头长白色疙瘩,龟头有小疙瘩
我请问静脉曲张挂什么科,静脉曲张,静脉损伤
阴茎敏感有什么临床意义？,阴茎敏感,龟头敏感
尿尿时有点疼,尿尿时有点疼,尿痛
最近2天都遗精了,遗精,频繁遗精
勃起挺好的，就是太敏感,太敏感,敏感度过高
你好   就是感觉阴茎有点短小  包皮过长,阴茎有点短小,阴茎短小
每次做爱，龟头附近皮肤发红、肿胀，触摸时有点儿疼痛,肿胀,有点肿
晚上遗精 早上尿道疼,遗精,频繁遗精
精子透明的是什么原因。,精子透明,精液像水一样
阴茎根部皮肤 不是阴茎上 有一块硬包 豌豆大小 很疼 而且挤出白色絮状物和血,硬包豌豆大小很疼,小包
你好 我睾丸 头 有一点硬 咋回事呀,睾丸头有一点硬,睾丸有点硬
今年43岁，最近一年老感觉有尿的感觉，尿的时候不多，除非真有尿的时候才多，夜里不起夜，就白天这种感觉，做过B超和尿常规都没事，我有腺性膀脱炎，七八年了，平时没有什么症状，也没治疗过,尿的时候不多,尿量少
尿尿的时候很痛,尿尿的时候很痛,尿痛
就是阴囊潮湿,阴囊潮湿,睾丸潮湿
龟头痒痛,龟头痒痛,龟头痒
是啊，是龟头敏感度高,龟头敏感度高,龟头敏感
肚子就疼一阵现在不疼了,肚子就疼,小腹疼
射精没，没什么力道,射精没，没什么力道,射精无力
有   但晨勃次数少,晨勃次数少,没有晨勃
小便无力有点，尿等待有有人看的时候尿等待，阴囊有点潮湿，睾丸没有不舒服的感觉,小便无力,尿无力
我13号得了急性泌尿系感染，打了三天针，感觉小肚子还有点不舒服，尿还有点频。,小肚子还有点不舒服,小腹疼
龟头里有白色的东西是什么,龟头里有白色的东西,龟头有白色分泌物
割完包皮快半个月了，有一个局部伤口化脓大概挤出芝麻大的白色液体，因为伤口已经愈合了，我需要吃什么药,白色液体,白的东西
现在都感觉睾丸那冰凉，跟身体的温度不相符,睾丸那冰凉,阴囊发凉
欲望不高,欲望不高,性欲减退
我的睾丸痛是怎么回事,睾丸痛,睾丸疼
龟头敏太高,龟头敏太高,龟头敏感
就感觉尿的时候不顺畅,尿的时候不顺畅,排尿困难
我有尿频，尿急，尿叉股的现象，说想尿就得很快上财所，晚了就可能尿裤子，请问:这个病情严重吗？需要治疗多长时间,尿叉股,尿分叉
性生活后小肚子疼,小肚子疼,小腹疼
总是想尿尿，憋不住尿，尿道口那里还不舒服,尿道口那里还不舒服,排尿困难
有尿黄，早上起来有异味,异味,有异味
鸡巴萎缩就得动手术切包皮么,鸡巴萎缩,睾丸萎缩
小便不舒服吃什么药,小便不舒服,排尿困难
龟头脱皮发痒怎么回事？,龟头脱皮发痒,龟头脱皮
射精候肚子疼,射精候肚子疼,射精痛
有时连续两天遗精，,遗精,频繁遗精
我家小孩儿12岁遗精正常吗？,遗精,频繁遗精
我想问一下 小编疼痛 尿道孔会流出来 黄绿色的分泌物是什么原因啊,黄绿色的分泌物,分泌物
我晚上有遗精该怎么治呢,遗精,频繁遗精
憋的肚子疼，也尿不出来,憋的肚子疼,小腹疼
而且龟头特别敏感，,龟头特别敏感,龟头敏感
阴囊潮湿还有些潮湿,阴囊潮湿,睾丸潮湿
有，变大下垂,变大下垂,增大
几把上长痘痘,痘痘,长痘
阴茎向上弯曲,阴茎向上弯曲,阴茎弯曲
还有上面好多白色乳状东西,白色乳状东西,白的东西
男，91年出生，从初中开始（十一二年前）开始手淫，后来开始看成人片导致越严重。期间慢慢开始出现：早泄，龟头过于敏感，射精无快感，射精无力（现在是慢慢流出来），精液状态不如从前，排尿不畅，尿无力，尿不尽，尿完没有舒畅感，排尿分散不是直线或偶尔分叉，喝一点脾酒就憋不住尿，尿滴白（现在好像没了），极偶尔还有尿道稍疼的感觉，每月4-6次遗精（身体累或看了刺激性视频会导致），腰部容易收到惊吓。加上大学期间长期熬夜+求职压力，现在头顶上部和前面全面脱发。,尿滴白,尿道流白色液体
就是掉皮就是掉皮,掉皮就是掉皮,脱皮
经常遗精   短小,遗精短小,阴茎短小
睾丸没有肿大，到觉得软了，小了,肿大,有点肿
尿道口发痒，尿疼，开叉,尿疼，开叉,尿痛
还是肿的,肿,有点肿
最近阴囊潮湿，早泄，耳鸣,耳鸣,耳鸣
憋不住尿，而且喝完水很快就有尿,憋不住尿,尿急
那死精弱精需要吃什么药啊,死精弱精,死精
有时候会有异味和白色分泌物,白色分泌物,白的东西
男性  左下腹有点痛 好几天了,左下腹有点痛,小腹疼
你好，我是辽宁，男41岁，撒尿有点费劲，尿不尽,撒尿有点费劲,排尿困难
我做完检查说阴茎神经敏感,阴茎神经敏感,龟头敏感
生殖器短小怎么办,生殖器短小,阴茎短小
我今年46岁啦，有时候咳嗽了就尿裤子了，怎么办？,咳嗽,其他
晚上遗精 早上尿道疼,尿道疼,尿痛
我勃起弯的,勃起弯,阴茎弯曲
小便很黄，在尿桶里也很浑浊，有白色的沉淀物，请问这是什么情况？,白色的沉淀物,白的东西
尿无力，尿完会滴点,尿完会滴点,尿不尽
您好，我阴茎一直会分泌出乳白色液体，而且小便时有一点疼痛和阻塞的感觉，怎么回事,阻塞,堵塞
海绵体损伤自己无法恢复吗,海绵体损伤,龟头敏感
男生精子差,精子差,精子成活率低
睾丸大小不一样是怎么回事,睾丸大小不一样,睾丸一个大一个小
问一下 我的小弟弟上面长了几个想小水痘一样的东西是咋回事啊？ 我今年21岁,想小水痘,长痘
有点前列腺肥大！我觉有炎症,前列腺肥大,肥大
我最近2天下班流一些黄色液体跟脓一样的东西是怎么回事,脓一样的东西,流脓
刚尿完一会又要尿,尿完一会又要尿,尿不尽
这种情况是前列腺肥大的表现么？怎么治疗？要注意什么问题？,前列腺肥大,肥大
有射精天力症状，其他没有,射精天力,射精无力
阴毛周围有红疙瘩,阴毛周围有红疙瘩,阴囊有疙瘩
阴茎勃起弯曲怎么办,阴茎勃起弯曲,阴茎弯曲
海锦体供血不足,海锦体供血不足,龟头充血不足
出汗多,出汗多,虚汗
为什么我只要一躺下小鸡鸡就特别痒的,鸡鸡就特别痒,龟头痒
包皮手术一周，水肿,水肿,红肿
早泄短小,短小,阴茎短小
包皮红一圈。,包皮红一圈,包皮红肿
做彩超和尿长规检查过没前列腺炎，就是前列舒稍大,前列舒稍大,肥大
恩。而且总硬就是时间短而且还短小,短小,阴茎短小
有小便完了有几滴出来,小便完了有几滴出来,尿不尽
是，时间挺长了，今年严重了，开始尿血,尿血,小便出血
"尿道阻塞多久会有危险""",尿道阻塞,排尿困难
睾丸表皮上长有硬疙瘩，昨天有点儿痛，今天破了，流出白浓，怎么回事，要紧吗？,流出白浓,流脓
三天两头遗精是怎么回事，吃六位地黄丸也不管用,遗精,频繁遗精
您好!我去年12月接连两次性交，当晚出盗汗，到现在已快5个月，几乎天天出，晚上12点左右，一阵轰热，然后出汗，然后我惊醒才发现，我已消瘦，乏力，我每天为此发愁，专家您说我怎么办?,出汗,虚汗
就是龟头弯下面那里,龟头弯下面那里,阴茎弯曲
就是龟头太敏感,龟头太敏感,龟头敏感
去了还尿不出来,尿不出来,排尿困难
精神不济,精神不济,肾虚
身体免疫力差的很呀，以前腰疼我没在意，现在免疫力也差，,免疫力也差,其他
我不尿急，分叉阴囊潮湿有过小腹不痛、剩下的没有了,阴囊潮湿,睾丸潮湿
阴茎细胞补片对早泄 龟头敏感强 有效果吗？,龟头敏感强,龟头敏感
不疼不痒，感觉像充血之后血管破裂留下的红点儿,血管破裂留下的红点儿,血管受损
性欲减了,性欲减了,性欲减退
刚开始有效，今儿没药了下午尿特别多,尿特别多,尿多
阴囊潮湿，异味,异味,有异味
你好，小便冲在水里有泡沫怎么啦,水里有泡沫,尿里有泡沫
我裤裆那里感觉湿湿的是怎么回事,湿湿,潮湿
尿道口内痒什么原因,尿道口内痒,尿道有点痒
我晚上十二点左右不睡吋尿特别多这怎么回事,尿特别多,尿多
最近爱遗精是怎么回事,遗精,频繁遗精
阴囊潮湿有过，其它的没有,阴囊潮湿,睾丸潮湿
鬼头上长白色分泌物，起疙瘩痒,鬼头上长白色分泌物,龟头有白色分泌物
就是肿大了。,肿大,有点肿
三十一，有一年多了，蜕皮一块一块的,蜕皮一块一块,蜕皮
在小便的时候感觉尿完右边还有尿,尿完右边还有尿,尿不尽
有时去厕所频繁点，半小时左右，尿量不多偏黄,尿量不多偏黄,尿量少
就是肿了 不好意思刚才开会,肿了,有点肿
平时也没什么不舒服，也没太注意，就是晚上尿尿费劲,尿尿费劲,排尿困难
有些阴囊潮湿,阴囊潮湿,睾丸潮湿
纯血，没有尿，粘稠,纯血,出血
射精慢，怎么回事,射精慢,射精无力
但是龟头上也有点小红点,小红点,红点
早泄 短小,短小,阴茎短小
细带特别敏感,细带特别敏感,龟头敏感
一周一次梦遗精,梦遗精,频繁遗精
我尿尿分叉,尿尿分叉,尿分叉
龟头红肿，阴茎与龟头之间好像有东西勒着，血运不通的感觉,血运不通,血流不畅
有时好像尿前带点白,尿前带点白,尿道流白色液体
龟头红点龟头脱皮包皮痒龟头疼包皮疼,龟头红点,龟头红肿
还行，就是射精没什么力了,射精没什么力,射精无力
尿出后又尿出血块的东西,尿出血块,小便出血
背神经线多敏龟头感度高,敏龟头感度高,龟头敏感
鸡巴还小怎么办,鸡巴还小,阴茎短小
每次还都尿一点,尿一点,尿量少
感觉肾疼！怎么回事,肾疼,肾痛
就是小便有几滴血,小便有几滴血,小便出血
脱发是怎么回事,脱发,脱发
龟头比较敏感,龟头比较敏感,龟头敏感
白天的时候有时候硬，有时候不硬,有时候硬,有点硬
龟头上有小红点,龟头上有小红点,龟头有红点
包皮也痒,包皮也痒,包皮痒
就是我一动就感觉很痒，很敏感，然后就软了,很敏感,敏感度过高
那为什么撒尿尿的慢  是怎么回事,撒尿尿的慢,排尿困难
你好龟头敏感高静脉回流快做做无细胞真皮阴茎隔离术怎样,龟头敏感高静脉回流快,龟头敏感
还有血好像,有血好,出血
我15岁了 有着差不多9年的手淫史 现在我发现我射出的精子成黄色 果冻状,精子成黄色果冻状,精液发黄
同房的时候精液少怎么办,精液少,精液量少
有细菌感染，6%A级精子活力 40%死精好治疗吗 需要包皮切除吗,精子活力40%死精,精子成活率低
我的包皮红还痒龟头有红点是怎么回事,包皮红还痒,包皮痒
三岁半男宝宝 龟头漏不出,龟头漏不出,龟头出不来
走路磨的有点破皮了，发红,破皮了,伤口破裂
怕冷，大便稀是阳虚还是阴虚,怕冷,畏寒
阴囊痒，发红，有时有白皮，用什么药治疗,发红,有点红
坐着头晕出冷汗怎么回事,坐着头晕出冷汗,头晕
脱发,脱发,脱发
我勃起后确实没以前硬了,没以前硬,没有以前硬
|尿道疼痛还有白色物体然后特别的,白色物体,白的东西
就是尿完有时候是粘液有时候是乳白色尿,乳白色尿,尿道流白色液体
龟头比以前小了！硬度时间也短了……然后出虚汗，镜子的颜色也有变化，头晕打不起精神来，腰也有点小酸痛感，,头晕打不起精神来,头晕
龟头上红,龟头上红,龟头有红点
发热的时候整个睾丸红肿,整个睾丸红肿,红肿
射精射的跟血似的,射精射的跟血似的,射精出血
请问包皮破了，可以用什么药吗,包皮破,包皮紧
左侧腹部疼,左侧腹部疼,小腹疼
就是皮破了,皮破了,伤口破裂
当时和女朋友在宾馆办完事用宾馆的毛巾擦了擦，第二天就有红点了，龟头不肿，红点不是突出,有红点,红点
不痒，我点异味，有白色分泌物,有白色分泌物,白的东西
腰酸胀，尿有点多,尿有点多,尿多
阴护上有痘痘什么情况,阴护上有痘痘,龟头有小痘痘
男，91年出生，从初中开始（十一二年前）开始手淫，后来开始看成人片导致越严重。期间慢慢开始出现：早泄，龟头过于敏感，射精无快感，射精无力（现在是慢慢流出来），精液状态不如从前，排尿不畅，尿无力，尿不尽，尿完没有舒畅感，排尿分散不是直线或偶尔分叉，喝一点脾酒就憋不住尿，尿滴白（现在好像没了），极偶尔还有尿道稍疼的感觉，每月4-6次遗精（身体累或看了刺激性视频会导致），腰部容易收到惊吓。加上大学期间长期熬夜+求职压力，现在头顶上部和前面全面脱发。,偶尔分叉,尿分叉
有白色东西,有白色东西,白的东西
前列腺肥大，排尿困难，尿不尽,前列腺肥大,肥大
我射精很多有,射精很多,精液量多
现在还有血精,血精,精液有血
鬼头是敏感,敏感,敏感度过高
小肚子不舒服有两次运动后尿血。大夫说是泌尿感染。,小肚子不舒服,小腹疼
硬,硬,有点硬
正常人不都是一次就尿完了吗 我一次尿不完过个五六分钟又有尿意然后去排尿尿也挺多,尿也挺多,尿多
原来就一个痘痘现在硬硬的今天洗澡的时候挤了一下就有脓和血,痘痘,长痘
阴茎有点儿痒出白色的分泌物是什么原因？,阴茎有点儿痒,龟头痒
我现在排尿特困难，基本糊死了,排尿特困难,排尿困难
我下体痒红肿,下体痒红肿,红肿
男，91年出生，从初中开始（十一二年前）开始手淫，后来开始看成人片导致越严重。期间慢慢开始出现：早泄，龟头过于敏感，射精无快感，射精无力（现在是慢慢流出来），精液状态不如从前，排尿不畅，尿无力，尿不尽，尿完没有舒畅感，排尿分散不是直线或偶尔分叉，喝一点脾酒就憋不住尿，尿滴白（现在好像没了），极偶尔还有尿道稍疼的感觉，每月4-6次遗精（身体累或看了刺激性视频会导致），腰部容易收到惊吓。加上大学期间长期熬夜+求职压力，现在头顶上部和前面全面脱发。,遗精,频繁遗精
您好，睾丸有点痒，有点疼，是什么原因,睾丸有点痒,睾丸痒
硬度不够，没有以前那么硬了，并且时间很短，一两分钟就不行了，很敏感,很敏感,敏感度过高
男人鸡巴骚痒，异味怎么解决,鸡巴骚痒,龟头痒
龟头痒，有小水泡，发紫,有小水泡,长水泡
今天早上   我看见的   上面全是白色的东西  我就擦了   就看见发红而且还发痒,白色的东西,白的东西
突然感觉里面一片红肿和有点痒怎么回事,一片红肿,红肿
这种红色斑点有多少可能是什么病,红色斑点,红斑
小腹难受,小腹难受,小腹坠胀
我做完包皮手术，现在尿道口有点水肿有事吗,水肿,红肿
就是出汗,出汗,虚汗
射精睾丸疼是怎么回事,射精睾丸疼,射精痛
鬼头有小红点,鬼头有小红点,龟头有红点
鬼头上有黑斑已经好几年了,黑斑,斑点
龟头上有红斑,龟头上有红斑,龟头有红斑
今天晚上挠了出现了肿了,肿了,有点肿
现在没有感觉，就是破了,破了,伤口破裂
龟头上小长一圈小疙瘩,龟头上小长一圈小疙瘩,龟头有小疙瘩
生殖器痒痒地,生殖器痒痒地,龟头痒
不算疼，就是坐着不舒服，感觉血液不流畅,血液不流畅,血流不畅
宝宝睾丸出现一大一小怎么办,睾丸出现一大一小,睾丸一个大一个小
龟头上有白色东西,龟头上有白色东西,龟头有白色分泌物
性攻能下降,性攻能下降,性欲减退
前两天包皮一圈红肿   好了之后   排尿就开始疼痛了,包皮一圈红肿,包皮红肿
阴茎长毛出痒痒,阴茎长毛出痒痒,龟头痒
长个黄豆大小的包，不知道什么原因？,长个黄豆大小的包,小包
感觉太敏感,太敏感,敏感度过高
上学的时候经常尿裤子,尿裤子,尿失禁
输尿管痒痒，阴经下部,输尿管痒痒,尿道有点痒
连着两三天晚上遗精,遗精,频繁遗精
龟头红有点痒,龟头红有点痒,龟头痒
射精精液量少是怎么回事？,射精精液量少,精液量少
尿道难受,尿道难受,排尿困难
这个以后能有更大的结石出现吗,结石,排尿困难
早晨小便发黄，有异味，（腰部酸困坠胀隐痛）这个没有,异味,有异味
我鸡巴疼  遮是怎么回事,鸡巴疼遮,阴茎疼
供血不足。,供血不足,龟头充血不足
总感觉尿不干净,尿不干净,尿不尽
睾丸也有点痛,睾丸也有点痛,睾丸疼
应该是早泄引起的睾丸小,睾丸小,睾丸变小
我和老公同房的时候，尿道口痛痒怎么回事啊？,尿道口痛痒,尿道有点痒
总是湿湿的,总是湿湿的,潮湿
我想问一下睾丸小精子也少是怎么回事,睾丸小精子也少,睾丸变小
天天肿，看样子，也有想好的意思,肿,有点肿
包皮过长射精疼痛,射精疼痛,射精痛
蛋疼还尿血,尿血,小便出血
尿不尽 尿黄 有烧痛,尿黄有烧痛,尿黄
包皮外围红肿，流脓,包皮外围红肿,包皮红肿
会有滴血吗？,滴血,流血
尿滴白是什么,尿滴白,尿道流白色液体
不痛，但是嗓子不舒服，而且上颚用舌头一舔好像许多小颗粒，跟丘疹一样的！,丘疹,起疹
腰疼，肚子疼，肾疼,肚子疼,小腹疼
我之前查过，就是敏感,敏感,敏感度过高
我在宿舍住！每次尿完都感觉尿不干净！,尿不干净,尿不尽
24小时没尿，昨早上尿了红颜色,尿了红颜色,小便出血
哦，那我这样是不是精子质量不好呢,精子质量不好,精子成活率低
你好，我最近腰疼是肾阴虚还是肾阳虚，有脱发,脱发,脱发
下面有些红点点是怎么回事请问,下面有些红点点,龟头有红点
就是老想小便，还尿不出来。疼的,尿不出来,排尿困难
早泄，尿过后会有精液流出，记忆力下降，手心脚心盗汗，头发变白,手心脚心盗汗,虚汗
有时候包皮系带还会裂口,包皮系带还会裂口,包皮紧
男小腹左边刺痛是什么原因,小腹左边刺痛,小腹疼
出汗,出汗,虚汗
拿手去揉它也不疼，就是一边肿了,肿了,有点肿
"人家都说更本就不可能有阴茎变太的药物，和器材。  老,师您是怎样看这问题的呢？？",阴茎变太,阴茎增大
尿血是什么什么原因导致的,尿血,小便出血
尿急尿黄分叉这个有,尿黄分叉,尿分叉
前列腺捎大是什什意思:,前列腺捎大,肥大
长期手淫导致尿尿分叉怎么治疗,尿尿分叉,尿分叉
现在阴囊潮湿依然存在，小腹下坠不明显存在失眠多梦,小腹下坠不明显,小腹坠胀
我体检时右肾有结石0.3*0.4。潜血一个+号，自己感觉腰部酸痛，这是结石引起的吗？,结石,排尿困难
但在股癣期间经常抓，也手淫,股癣期间经常,股癣
开始是尿痛有浓然后大腿根部有点痛。现在是肛门胀痛,大腿根部有点痛,阴茎疼
嗯嗯那我现在有这个肾阴阳两虚的症状应该怎么调理呢,肾阴阳两虚,肾虚
尿液发黄沫多有时候小便有灼热感,尿液发黄沫多,尿黄
没有，只是大腿根本瘙痒,大腿根本瘙痒,下面痒
龟头周边有白色分泌物，而且有时有点痒。,龟头周边有白色分泌物,龟头有白色分泌物
敏感度高怎么办,敏感度高,敏感度过高
我就是最近才遗精的,遗精,频繁遗精
我想问一下，龟头撒尿刺痛痒，有许化脓现象,化脓,流脓
龟头上有红点，什么原因,龟头上有红点,龟头有红点
如果是海绵体损伤怎么治疗呢,海绵体损伤,龟头敏感
今年72岁，过去有包皮不影响生活。现发炎多，口紧尿尿困难，要治疗吗？,口紧尿尿困难,排尿困难
尿臭尿黄尿愁,尿黄尿愁,尿黄
生殖器包皮内有腥臭的味道，有白色的粘液,腥臭的味道,有异味
尿无力尿滴白是怎么回事,尿滴白,尿道流白色液体
肿大有点,肿大,有点肿
平时尿少，身体浮肿，越长越胖,尿少,尿量少
没有发红 脱皮，但有 异味  有分泌物出先，偶尔,异味有分泌物,有异味
我是精囊炎现在尿精尿血这是怎么了,尿精尿血,小便出血
有点红肿,有点红肿,红肿
我就是今天总是咳嗽，咳嗽就痛怎么回事,咳嗽就痛,其他
尿急尿不尽尿滴白,尿滴白,尿道流白色液体
我连续三个晚上都遗精出来,遗精,频繁遗精
包皮垢增多，龟头包皮痒，用什么药,包皮垢增多,包皮垢
因为在部队当兵，训练时出现腹痛才发现,腹痛,小腹疼
先是尿道流脓,尿道流脓,流脓
包皮粘连，且龟头发紫,包皮粘连,包皮紧
是不是系带断了，早泄就好不了了,系带断,细带撕裂
红肿 溃疡  疼   溃疡面上有白色化脓,溃疡疼,溃疡
男的性爱之前会有分泌物吗,有分泌物,分泌物
手淫多了现在导致阴囊缩小了尿频了,阴囊缩小,睾丸变小
小便不适,小便不适,排尿困难
除了盗汗，其他情况都有,盗汗,虚汗
下面长水泡是怎么回事,下面长水泡,长水泡
对   效果不太好   一担药停了就又开始遗精,遗精,频繁遗精
龟头根部有白色的东西,龟头根部有白色的东西,龟头有白色分泌物
尿分叉尿不净,尿不净,尿不尽
还有的时候龟头火辣辣的疼,龟头火辣辣的疼,龟头疼
就是阴茎靠近龟头那里皮肤潮红,皮肤潮红,皮肤发红
小鸡鸡痒痒,小鸡鸡痒痒,龟头痒
我脸上老长痘,脸上老长痘,长痘
睾丸有时候胀痛是什么原因,睾丸有时候胀痛,睾丸疼
龟头上起了一些跟小水泡样的是咋回事,水泡样,长水泡
龟头下面红肿，流浓，腐烂,流浓,流脓
尿道有点难受,尿道有点难受,排尿困难
龟头尿道口粉红色有点疼是怎么回事,尿道口粉红色有点疼,尿道口红肿
本身肉球不是很大而且是在皮肤里面,肉球,小肉球
就是尿不出来，一夜要去十来次卫生间,尿不出来,排尿困难
我冬天怕冷，手脚冰凉，还出虚汗，感觉有点阳虚，可现在却手脚心发热，半夜经常热的睡不着，可出汗却很少，这是为什么,阳虚,其他
尿臭尿黄尿愁,尿臭,尿有异味
自从洗了以后 我穿了两天左右下面开始痒痒了,下面开始痒痒了,下面痒
还有就是阴茎发痒，,阴茎发痒,龟头痒
阴茎比较敏感,阴茎比较敏感,龟头敏感
我现在上厕所尿不尽尿道不舒服  医生给我取前列腺液和做彩超 然后说卵磷脂小题低 彩超显示前列腺有点大 压迫到血管导致尿不尽 和供血不足,供血不足,龟头充血不足
效果，小肚子没那么胀了，就是有点拉稀,拉稀,拉肚子
停用达比加5天了，尿中还有红细胞,尿中还有红细胞,小便出血
男的尿道痒。吃啥药,尿道痒,尿道有点痒
一直喝水没什么变化时间长不喝水就感觉尿液有点血红,尿液有点血红,小便出血
小便发黄，味道大的原因？,小便发黄,尿黄
梁欢亮，38，尿无力，尿不净，有时滴白，晨勃不明显,尿不净,尿不尽
就是跟发炎了一样 有点红肿能挤出浓水,有点红肿,红肿
小便后有灼烧感,灼烧感,灼热
尿里一滴血没注意，又血精了,血精,精液有血
发现分泌物有半年多了，龟头上的白斑也有三四个月了,发现分泌物,分泌物
脱发没有,脱发,脱发
验了尿白细胞多,尿白细胞多,尿道流白色液体
龟头有小红点,龟头有小红点,龟头有红点
原来就一个痘痘现在硬硬的今天洗澡的时候挤了一下就有脓和血,有脓和血,流脓
睾丸有两个硬疙瘩也不疼，有可能是什么怎么治疗？,睾丸有两个硬疙瘩,阴囊有疙瘩
感觉龟头特别敏感,龟头特别敏感,龟头敏感
而且生殖器很疼,生殖器很疼,阴茎疼
尿尿的时候疼 然后感觉有东西堵住了 就尿不出来了,尿不出来,排尿困难
刚做完包皮手术。有点红肿。用四炒丸可以消肿吗？,有点红肿,红肿
我左侧肚里里疼，一疼就咳嗽，干重活也疼，出气回气也疼,左侧肚里里疼,小腹疼
早上起来包皮痒  挠了两下就肿了,肿,有点肿
精子活动率及活力低该怎样调理,精子活动率及活力低,精子成活率低
海棉体受损怎么治,海棉体受损,龟头敏感
里面硬硬的。,硬硬的,有点硬
您好，勃而不坚，精液无活力成水状，可以治疗么？？？,精液无活力成水状,精子成活率低
就是尿完还会挤出几滴,尿完还会挤出几滴,尿不尽
阴囊及阴茎包皮特骚痒用啥药物最好？,包皮特骚痒,包皮痒
龟头尿道疼,龟头尿道疼,龟头疼
上次纱布没掉，还没发现水肿,水肿,红肿
白色的东西有异味,白色的东西有异味,白的东西
有尿憋不住急的尿裤子,尿憋不住急的尿裤子,尿急
尿液白细胞红细胞细菌，上皮细胞升高应是什么问题？挂肾内科还是泌尿外科,尿液白细胞红细胞细菌,小便出血
脉象洪大，血压偏高,血压偏高,其他
男人房事后包皮疼肿是咋回事,包皮疼肿,包皮水肿
盗汗有我感觉  晚上睡觉总出汗,总出汗,虚汗
射精无力，射精快，遗精,遗精,频繁遗精
请问射精是疼，小腹也疼,射精是疼,射精痛
有分叉,有分叉,尿分叉
有点颗粒状。又有点像小泡泡。,像小泡泡,长水泡
拨开包皮龟头上有一层白色豆渣样分泌物,白色豆渣样分泌物,白的东西
捏的时候要比完整睾丸更容易疼痛,睾丸更容易疼痛,睾丸疼
这两天我用手从根部往外撸好像还有白色的，我怀疑是脓,脓,流脓
你好我龟头起水泡还有卵皮起水泡出水怎么治,龟头起水泡,龟头有水泡
感冒咳嗽痰多鼻子还带血是什么原因？,感冒咳嗽痰多鼻子还带血,其他
阴茎上长了一个疙瘩是怎么回事,阴茎上长了一个疙瘩,龟头有小疙瘩
很敏感,很敏感,敏感度过高
不是颗粒的，是稀的,稀的,稀薄
我包皮上长了点小红点是什么哪,长了点小红点,红点
阴径系带断了还能勃起吗,阴径系带断,细带撕裂
尿尿憋不住有什么原因,尿尿憋不住,尿急
勃起不坚   没有快感,没有快感,性欲减退
你好，请问尿液浑浊是怎么回事,尿液浑浊,尿浑浊
会不会有变形或伤疤呢？,伤疤,留疤
生殖器长红斑，痒，怎么回事呀？,生殖器长红斑，痒,龟头有红斑
尿道流白黄色的东西，小便刺痛,尿道流白黄色的东西,尿道流白色液体
性交时间短，无精。怎么回事,无精,精液量少
把包皮弄下去 可是碰一下龟头就疼是怎么回事？,龟头就疼,龟头疼
射精候，果冻透明的,果冻透,果冻状
我总是遗精,遗精,频繁遗精
20，只是有泡泡,泡泡,小包
这次包皮也红肿,包皮也红肿,包皮水肿
你好，鸡巴上长了几个痘痘怎么会事,痘痘,长痘
嗯是同房后就发红流脓,发红,有点红
尿液混浊有沉淀物是怎么回事啊,尿液混浊有沉淀物,尿浑浊
我前段时间买的内裤好像有点小 穿了几天现在感觉睾丸变大了还硬尖,睾丸变大了还硬尖,睾丸肿大
有时硬也会裂,硬也会裂,有点硬
感觉勃起不如以前硬了，一分钟不到就射精了,勃起不如以前硬了,没有以前硬
我40岁最近睡下老出虚汗,睡下老出虚汗,睡不好
除最后滴白没，其它现在都有,滴白,尿道流白色液体
