sentence1,sentence2,label
你们是哪个医院的？,你们医院位置在哪里,0
小红点不在一块,有很多红点,0
看过了，,没有去看还过,0
那就吃中药吗,中药调理的,0
会不会传染？,不传染的,0
怎么给你发图片,也给您发图片了,0
大概要多少钱,治好大概多少钱,0
没去医院检查,没去医院看,1
用了会反弹吗？,好了还复发,0
你们是哪的医院啊,不需要你们的医院,0
怎么治疗好的快,你们怎么治疗的。,1
你们商丘有医院吗,你是商丘交通医院吗,0
需要怎么治疗？,该怎么治疗,1
主要头上，有1年了,头上，一年多了,1
这是现在的,这是我的,0
前胸 后背,头部腿上,0
这样不能发吗,现在不可以吗,0
这个还能治好吗,完全治好。,0
这病是不是看不好呀,皮肤病是不是看不好啊,0
主要是胳膊肘,主要是胳膊和手臂,0
上身，半年多了,上半身，快一年了,1
两个腿上,四肢四肢少一点,0
哦大概多少钱,大概需要多少钱,1
我没微信，也没Q,我没微信,0
喝中药调理可以吗,也喝中药了,0
你们医院在哪个位置？,你哪个医院？,0
QQ吧？,微信QQ都有,0
银屑病是不是牛皮癣吗,俺不是牛皮癣,0
这几天我发现，又复发了。,用两天好了，过几天又复发了,0
你哪个医院？,郑州哪个医院,1
有十多年了，全身都有,好几年了，身上都有,1
我给你发图片看看,我给你发点图片你看看吧,1
你这怎么治疗,怎么治疗比较好,1
背部，脖子，胳膊，大腿,胳膊，腿，头部,0
一直在用,一直再看,0
已经看过！关节手掌手指蜕皮！不痒！,是的，腿上以前好几年了有个疤痕，慢慢的去年开始印的两个小腿上有了,0
没确诊过，就只知道是皮肤病,没有，就说是银屑病,0
什么牛皮藓,有說是牛皮癬,0
头部，有十多年了,头部，有4年了,1
在头上还有身上,头上与身上,1
只看牛皮癣？,那不是牛皮癣病吗？,0
一般怎么治疗的？,你那怎么治疗,1
以后会复发吗,刚复发了我,0
这能治好吗？,在那能治好,0
头部5年,3年  头部,1
在脸上，有一星期了,脸上 三四天了,1
以前吃过中药,中药也吃过,1
头上有块状头皮,头皮上，额头上有,0
甲医院吗？,就在我们那医院,0
刚开始的,刚开始有点,1
需要怎么治疗？,怎么治疗效果好,1
背部，脖子，胳膊，大腿,头，耳朵，小腿。,0
你是骗子吗,你不会是骗子吧??,1
非常的痒还有小红，疙瘩,小红疙瘩现在是,0
我看你的头像像你,长头发的是你吧,1
请问医生是什么病？照片,您看看这是什么皮肤病,0
手上，身上，还是头上,头上  身上,0
给你发的照片看了吗,我给拍个照片,0
是什么皮肤病,皮肤病的种类都有什么,0
红斑，有点痒，有点疼,就是红，还有点痒,0
什么 中药？,吃的药是中药,0
会复发不,好了，每年复发,0
都是治了不好,怎么治也治不好,1
手上，身上，还是头上,头上和背上,0
现在在吃中药,不过一直在吃药,0
腿上胳膊上很多,胳膊腿上不多,0
怎么图片是男的,是个男士吗   和这个头像不符呀,1
一直没有除根,治了一直没有治好,1
不知道，是我外甥,不是我，是我妈的了，,0
好的，谢谢了，可以摸治疗湿疹的药膏吗,请问银屑病用什么药膏好点,0
但是不知道是什么引起的,也不知道是什么原因得的。,1
就头顶一片，两个月了,头，手背上多，7个月了,0
咱这是开封皮朝鲜医院么,你这个医院是开封朝鲜医院吗,1
你在医院在郑州吗,你们是郑州医院吗,1
传染吗？,在治疗，会传染吗,0
肚子，背部,背上，和头部,0
我怎么加你,给我说什么,0
腿上和头上，一年多了,腿上，大概一个月了,0
红斑，有点痒，有点疼,有皮屑，有点痒。,0
皮屑不多,头皮越来越痒,0
肚子，背部,肚子，和后背,1
有几年了！,有两年了,1
该怎么治疗呢,需要怎么治疗？,1
咱这是开封皮朝鲜医院么,去过去开封朝鲜医院,0
哦，这能治愈吗？,你那能治好吗,1
你们的医院在哪里？,你们是哪个医院的？,0
你不是医生吗,医生开的药,0
全身都有，就是不太多，,能说一下吗，身上有，不多,0
脸上也是,身上也有，好了,0
腿部，有一个腿好了，左腿没有好，快两年了,主要就是腿部，患病三个月了,0
遗传么？,应该是遗传,0
怎么治疗方法,该怎么治疗呢,1
胳膊上严重 身上头上都刚开始出,腿上好了但背上一直不好,0
胳膊，还有后背，腿上，有二三年了,胳膊上，肚皮上，腿上，二十多天了,0
只看牛皮癣？,最轻型的牛皮癣,0
有两个月,我有三个月,1
主要是胳膊肘,现在是脚，小腿,0
这是什么原因引起的呀,什么原因引起的啊？,1
您看这个不像是牛皮癣的吗？,看看是癣吗？谢谢,0
一年多啦,两年多啦吧,1
医生 你好 我想知道这是什么,我想咨询下这是怎么回事,1
不是很清楚,主要也不确定什么,0
去看皮肤,刚才你说牛皮癣那个,0
有啊，拿的药吃的，还有涂抹的,是涂抹的 有个是水的 有个是膏的,0
你们可以根治吗,可以根治吗,1
头上的算牛皮癣吗？,头上有牛皮癣怎么办,0
你们是郑州哪个医院？,你是郑州那个医院的，,1
我不知道自己是不是得了牛皮癣,我也不知道是不是牛皮癣？,1
这个是什么原因造成的呢,什么原因呢？,1
30半年了,后背8年了,0
就是没钱,就是不好,0
这个病怎么治疗,你那怎么治疗的啊？,1
不知道是什么癣。,不知道患了久,0
你说的还是复发啊,她这是复发,0
我这个是什么皮肤病,我也不知道是什么皮肤病,1
皮肤病是咋来的,去的皮肤病医院,0
皮屑不多,脱皮严重,0
这个会传染吗,会传染吗,1
患病十多年了,患病20多年了,1
去了，医生说抹药膏,痒，擦过药膏,0
在胳膊上还有后背,腿上胳膊上都有,0
现在复发,？现在复发,1
牛皮癣是什么病,去了光说是牛皮癣,0
今年才开始,今年发的,1
30半年了,30年了,0
一年左右,十年左右,1
会传染吗？,这个会传染吗,1
就在屁股上的疙瘩,抓了有红疙瘩,0
不可以发图片吗？,咋发图片啊,1
怎么能加你微信,加我微信了吧？,0
怎么传染啊,这个会传染吗？,0
这样不能发吗,现在不能说吗,0
头上，身上都有,头上，全身都有,1
医生说是牛皮癣，银屑病,好多医生都说是银屑病,1
我的不严重,我感觉很严重,0
那我确定不了,我不是啊,0
刚没多长时间,比如多长时间能弄好,0
甲医院吗？,不是您医院,0
你们医院在哪,你们是那里医院,1
你们那怎么治疗,我问咱怎么治疗呢,1
这两个月严重了,这几天严重了,1
是的，没有确诊,是的，确诊,0
不知道这是不是,不知道是不是宣经常痒。,0
用，您的微信号是什么，我加您,我加您，您号码多少,1
怎么去根呢,怎么称呼你,0
测地啊啊,嗯嗯  好,0
皮屑不多,头部很痒,0
在小腿外侧有一块,后背有一小块,0
这传染吗？,在治疗，会传染吗,0
自己身上有,身上一直都有,1
医生说是牛皮癣也叫银屑病,你的牛皮癣,0
请问你是郑州的医院吗,你是郑州医院的吗,1
这可以根治吗？,根治,能吗,1
这个是皮癣吗？,应该是皮癣,0
我一个朋友。,一个朋友,1
我这是牛皮癣吗,我女儿是牛皮癣,0
治了又长了,我自己治疗的！！！好了长，长了好,1
没说，不知道,不知道啊，不懂,1
用中药？,现在吃的中药,0
大概一年吧,大概一年两年,1
起白皮是什么癣,出现白皮,0
腿上是成片的,全身都是点状的,0
腿，胳膊。脚,胳膊，腿，头上,0
是皮肤病   不知道是不是牛皮癣,不知道这是不是牛皮癣,0
不知道是什么癣,这我不知道,0
嗯嗯，下去后有白色痕迹,嗯嗯，腿上有小红点,0
一般都是怎么治疗,这个怎么治疗快,1
后背上和屁股上，2年了,20年了腰背后，胳膊上腿上。,0
两个腿上,两个小腿,1
那你们看什么，不是医院吗,能到你们医院去吗,0
我的牛皮癣好几年了,牛皮癣有半个月了,1
药膏也用着呢,用了软膏,1
胳膊腿身上都有,胳膊腿上背上都有,0
腿部和后背比较多,后背 腿部腰部,0
这是不是牛皮藓,说的是牛皮藓,0
你不是医生吗？,医生开了药我忘问了,0
你们那是怎么治疗,这怎么治疗呢,1
用的中药还是西药,想吃中药,0
你看我这像啥,你看就这样,0
有卖咪喹莫特乳膏吗,糠酸莫米松乳膏,0
没有微信号，手机号上的微信,手机号就是微信,0
你们是大医院吗,你们的医院在哪里？,0
微信好多少,您微信多少,1
我现在是全身都有,这几天全身都有了,1
这个要怎么看,怎么做的,0
头上的刚有,头上都是,0
6年了 全身的,一年了全身,1
但也是皮肤病,看过说银屑病,0
这种是不是,这是不是？,1
效果不咋的,是没有效果,0
有几年了有时复发今年又复发了,治了几年了，反复复发,0
请问下这个不是牛皮癣 她这是癣吗,不是牛皮癣，,0
在大医院看了看了皮肤科,在小医院皮肤科看了,1
一直在你们那里看的,以前就是在你们那里看的,1
QQ吧？,也加微信了,0
你的医院是郑州吗？,您是郑州的什么医院？,0
不知道是什么癣。,不知道这是啥,0
你是郑州医院的吗,郑州医院名称,0
以前不知道,不是很了解,0
传染吗？,这个会传染吗？,1
十几年了全身,好多年了身上头皮,0
胳膊后背都有几个,胳膊有一两个，腿上多,0
在小腿部,小腿大腿,0
银屑病牛皮癣是一样的吗,看的像牛皮癣,0
我不知道是不是牛皮癣,我这是不是牛皮癣,1
遗传么？,家族遗传,0
不知道是不是是银屑病？,不知道是不是牛皮癣,1
我想确定一下,现在大概问一下,0
是复发了吗,就是好复发,0
那大概需要多少费用？,大概要多少费用,1
腿和背上,腿上，上身,0
就是头很痒而且还有好多头皮屑,而且还掉好多头皮屑样的东西,0
腿，胳膊。脚,头上，耳朵，腿，背,0
好的 您微信多少呢 我加您,你微信多少我加你医生,1
手上和腿上头上也有,头上有和腿上有,0
十几年了全身,10多年了全身多部位有,1
银屑病就是牛皮癣吧？,说是，牛皮癣,0
想咨询我的手,想咨询一下,0
在头上，身上，后背,头上，脸上，,0
当地医生说是牛皮癣,医生说牛皮癣啊,1
还没有去医院,没有去医院,1
这样的是不是呀,这个是不是？,1
嗯好，你的微信号，我加你,好的，微信聊吧,0
这个能摸红霉素药膏吗,用的软膏,0
这个医院去过,医院在那里,0
牛皮癣是什么原因引起的呀,牛皮癣是什么引起的,1
现在复发,最近又复发了,1
四肢和上身，一个月,腿部，一年,0
你不会是骗子吧,你不会骗人吧??,1
前胸 后背,后背 眉毛,0
应该怎么治疗啊,也没怎么治疗,0
你这是什么医院？,医院是什么名字,1
牛皮癣就是银屑病吗,说是，牛皮癣,0
只看牛皮癣？,说就是牛皮癣,0
当地医生说是牛皮癣,去过了医生说是牛皮癣,1
你在郑州哪个医院,请问您是郑州哪个医院？,1
我没有照片,我有照片,0
银屑病和牛皮癣一个病吗,不是牛皮癣！,0
不是开封友谊医院吗,不是友谊医院吗,0
添加了，是男的,加了，没有,0
我不知道这个图片怎么发了,有图片，不知道怎么发,1
有医生说是,没有看医生,0
郑州那个医院？？,郑州那看的好的医院,0
治疗快吗？,现在治疗着轻了点,0
已经看过！关节手掌手指蜕皮！不痒！,我是前一段立秋以后 大黑蚊子咬过以后  腿上开始出现红斑的   看医生了  有的医生说是  蚊子有毒  过敏了  有的说是 牛皮癣  我现在是特别害怕,0
你们医院名字是什么,你们医院在什么位置,0
可以扣扣么,加我扣扣号吧,0
这种怎么治疗，我听下,没怎么治疗,0
你们是私人医院吗,去你们医院,0
应该用什么药好,咱这边是什么药好呢？,0
有几个月吧,有好几个月了,1
你那都怎么治疗,那么该怎么治疗呢,1
是个女的,一个女的,1
请问怎么治疗的啊,你那怎么治疗,1
不知道是不是牛皮癣。,我也不知道是不是银屑病,1
在头上不知道是什么,手背上不知道什么,0
好想刚半年,明天去拍,0
医生说是牛皮鲜,我的牛皮鲜,0
有2年了吧,3年多了吧,1
耳朵脸上有,胳膊肘上有小腿上有,0
会传染吗？,这个不传染,0
那应该怎么治疗,怎么治疗呢,1
这个药我们医院有吗,有这个药吗,1
不确定是不是,不清楚是不是,1
你们的医院在哪,你们是那个医院,0
刚咨询的一个医生,刘医生给我开的药！,0
AB696914我的微信号,18710141308 ?王新文 ? 微信同号,1
些有个医生说是,我们这的医生给我说的,0
你不是医生吗,我忘了，是个男的，刘医生,0
只是银屑多是不是,不是银屑,0
时间长了，全身都是,五年了，全身有,1
可是能治好吗那,能治好吧,1
没做啥检查,没有检查,1
一年多15岁,长了4个月,0
胳膊腿还有肚子和前胸,胳膊和腿部,0
怎么能加你微信,能加你的微信吗,1
胳膊和腰上,腿上和手臂上,0
治了呀，吃的中药还有中成药,吃的中药粉,0
只有屁股上有一个,只有头上有的,0
什么部位都有,那个部位都有,1
背部和腿,手臂和腿,0
哦大概多少钱,大约嘚花多少钱啊,1
好的，明天我就过去,好的，，明天吧，谢谢,0
该怎样治疗,如何治疗的,1
微信好多少,微信多少？,1
牛皮癣是什么病,一般牛皮癣什么症状,0
我也不知道是不是银屑病,不知是不是牛皮癣,1
医生说是点滴性银屑病,医生就说是银屑病,0
请问有什么好的治疗方法？,有没有什么好的治疗方法,1
去了，医生说抹药膏,它是给药膏,0
你们是用中药还是西药啊,有西药中药都吃了,0
你说的治好是完全除根吗,治好不除根一样反复,0
那个传染嘛,不传染的,0
这个病会遗传吗,这种病会遗传嘛,1
你方便的话，发一下图片，也可以,我可以给你发图片看看，可以吗,1
这个会不会传染？,会传染不会？,1
可以根治吗,你们可以根治吗,1
背部和腿,胳膊和腿,0
2个月左右吧,3个月左右吧,1
主要头上，有1年了,在头上，有半年了,1
是不是中药治疗,用中药治疗？,1
全身，十几年了,全身，三十年了。,1
腿上，身上，两个月,在腿部，手上，十年,0
所以想咨询一下,就是咨询一下,1
现在在吃中药,一直在吃中药,1
你那里怎么治疗,你那里怎么治,1
身上有几个很少出,身上很少,1
你不是医生吗,医生开了药我忘问了,0
请问下这个不是牛皮癣 她这是癣吗,不是牛皮癣吧,0
能看好？,这个能看好不,1
我的头上有几个，腿上有一个,脸上，身上皮肤还没有，刚发现,0
我去过很多大医院,有去过医院看,1
应该找那个医院,什么医院不知道什么医院治疗,0
全身，4年,全身，2月,1
刚咨询的一个医生,闫医生～,0
身上和头部都有,全身，头上也有,1
腿上有一小块，好几年了,在龟头部位一年多了,0
四肢还有手,癣在四肢,0
那是怎么治疗？,怎么治疗比较好,1
一直都这样子 几年了 都没看好,快三年了一直在看没有看好过,1
在郑州人民医院看的,我在郑州人民医院看过,1
头胳膊肘,胳膊  腿  头部,0
一般怎么治？,一般怎么治疗,1
就这一边   那边没有,脸部    没有很多   就一小部分,0
卡泊三醇可以用吗,咨询卡泊三醇能多长时,0
银屑病可以治好吗？,牛皮癣可以治好吗,1
您是医生？,您好医生,0
你方便的话，发一下图片，也可以,能给你图片看看吗？,0
头上的刚有,现在就头上有,0
好的 您微信多少呢 我加您,你微信多少  我加你吧,1
这是不是？,这是吗？,1
现在有没有在治疗？,现在治疗着轻了点,0
谁给你说我牛皮癣了,他们说是牛皮癣,0
全身，一个星期,基本全身都有，半个月,1
这个是牛皮癣吗,不是牛皮癣吗,1
照片发一下,我给你发图片,1
全身都有，但都是一点，腿上还多一些,全身都有，腿上多点,1
女性 ? 27,男性  25,0
这里能看吗,这里不是可以看图片吗,1
多少钱？,多少钱一盒？,0
要不给你发个图片你看看？,我发个图片给你看看,1
刚咨询的一个医生,医生开了药,0
皮肤病一定是牛皮癣么,是牛皮癣哦,0
我也不知道是什么药啊,不知道什么原因,0
这个病就是牛皮癣吧？,我患的就是牛皮癣,0
效果不好,效果不大,1
请问你姓啥？,想请问一下是什么,0
上身，半年多了,脚，三年了,0
有十多年了，全身都有,七八年了，全身都有,1
小孩患病2个月了,宝宝才10个月,0
请问你怎么称呼,请问怎么检查,0
回头我让他加你微信,我截图给他让他加你,1
对的? 就是掉皮太严重了,就是我自己啊！ 什么症状 脱皮,0
以前出在肚子上,就是肚子上有,0
什么意思啊？,什么意思？？？,1
这不是牛皮癣吗,看的像牛皮癣,1
就是没钱,哪里都看了就不好,0
有效果，不很,有效果没,0
有什么药可以吃吗,可以啦。,0
我是头皮,我是头藓,0
这个会不会传染？,会不会传染别人,1
就这个医院看吗,咱都是医院给开的,0
这是医生给我开的,医生就开这个药了,1
这个是牛皮癣吗,看的像牛皮癣,0
比如多长时间能弄好,刚没多长时间,0
不知道该怎么治疗了,这怎么治疗的,0
不是本人，我老公,不是我的，是一个孩子的,1
是用中药还是西药,嗯！也是配的中药,0
那你们看什么，不是医院吗,你们是哪的医院啊,0
头部   脸部,腿和胳膊,0
现在好多了,现在可以了,0
要看图片吗？,我截图。,0
一个疗程大概多钱,一次大概多少钱？,1
看了，医生说是牛皮癣,今天医生说是牛皮癣,1
靠吃药吗,吃药     吃药期间会好些,0
是，牛皮癣不就是银屑病吗,有说牛皮癣，有说银屑病,0
有2年了差不多,差不多半年了,1
你们是什么医院郑州的？,你们医院在郑州那,0
应该是点滴状,就是点滴的,0
卡泊三醇可以用吗,目前有用卡泊三醇,0
医生说是点滴性银屑病,医生说银屑病,0
胳膊上才起的,最早起在腿上,0
我担心会不会传染,会传染不会？,1
这不是牛皮癣？,只看牛皮癣？,0
那明天吧，,明天吧！,1
皮屑不多,腿有点痒,0
你们这边是怎么治疗的,你们是怎么治疗的,1
银屑病是不是牛皮癣吗,那不是牛皮癣病吗？,0
牛皮癣的另称？,看着像牛皮癣啊,0
之前是一片一片的，现在这几天腿上胳膊上手上都起了小红点，手上的有点痒,在脸上，一个多月了，只有几块地方有，想问一下，脸上牛皮癣用什么药好呢？,0
牛皮癣的另称？,这个是牛皮癣吗,0
医生你是哪的医生,你不是医生吗？,0
这是啥医院,我们医院在哪？,0
几年了，复发了,刚复发了我,0
喝中药呢,也吃了一年的中药,0
嗯好，你的微信号，我加你,好的，我微信你加下,1
QQ吧？,你微信？,0
今天去了，医生说是牛皮癣,去了，医生诊断是牛皮癣,1
能看见了吗,能看到吗,1
牛皮癣会遗传吗？,会遗传吗牛皮癣,1
我背上的都下去了  胳膊上的也下去了,嗯，胳膊上的基本下去了，但是腿上的还下不去。,0
医院说是,医生说是,1
什么原因引起的啊？,这是什么原因引起的呀,1
没去医院检查,没有去大医院看,0
我弟弟患有银宵病 他以前全身都是 患病有2年了,腿上身上都有患病三四年了,0
在腿上。,是在两个小腿上,1
内服的是中药还是西药啊,嗯！也是配的中药,0
在腿上和手上,在脚和手上,0
我没去你那里看过,我们去看过,0
我让你看看？,哦，害怕啊,0
10年了吧,20年了吧,1
胳膊后背都有几个,上身多，腿上有一点,0
医生说不是,您是医生？,0
头上，身上都有，有几年了,身上，头上都有,0
二十年了？,二十年以上,1
有没有啥好的治疗办法,有办法治疗吗？,1
可以说是全身吧,腿全身都有,0
脸上有几个,一条腿上有一块,0
你是知皮肤病吗,这不属于皮肤病吗,0
全身都有，但都是一点，腿上还多一些,斑点全身都有吧,0
我自己也不知道是啥！,我也不知道那种,0
是不是你在,没有在起,0
他不是医生吗,小医生看的是,0
那怎么办呢？,那怎么办呢,1
以前都没好过,都没好过,1
反反复复。最近特别严重。,反反复复，今年特别严重,1
卡泊三醇可以用吗,了解一下，卡泊三醇,0
我是想问问这个病,我就问问，,0
我不确定是不是牛皮廯,我还不知道是不是牛皮廯,1
QQ可以吗,QQ和微信都用。,0
背上 胳膊上,腿上腰部胳膊上,0
全身头上,整个腿上,0
不知道是不是不痛不痒,在膝盖上面，不知道是什么癣,0
身上，脸上,头上，腿上多,0
你们医院在郑州什么地方,你们这个是什么地方的医院,0
医生是这样说的,这跟医生说的一样,1
我不知道什么是牛皮选,我还不知道是不是牛皮廯,0
全身，一个星期,全身，一个多月,1
都有好几年了,有五六年了吧,1
我想咨询"卡泊三醇软膏",开的凡士林和卡泊三醇软膏,0
全身都有，就是不太多，,我身上有但是不多,1
你好请问你们治疗有什么好的方案,想知道我现在可以用什么药治疗比较好,0
还有点痒。,少有点痒,1
不用微信,有微信。,0
上身，半年多了,几年了。全身,0
才得没多久,就这一个多月多了,1
我去了好几个医院了,看了好多医院了,1
、两个月了,手上。三个星期了。,0
儿子10岁,女   31岁,0
在头上还有身上,头上和身上,1
只有屁股上有一个,只有后背有,0
全身都有，有二十年了,是的，腿上和上身都有，患有十年了，到处看都没有好,0
这个怎么治疗,你那都怎么治疗,1
患病10年,患病15年,1
我给你发照片看看是啥皮肤病,我拍个图片你看是牛皮癣吗,0
去了，有的医生说是，也有的说不是,医生有的说是，有的说不是,1
请问我这属于什么病情,请问这属于什么病,1
这个是治牛皮癣的吗？,有说牛皮癣，有说银屑病,0
女儿腿上有几块,儿子，现在腿上有,0
腿上和头上，一年多了,脖子上，有一个月了,0
头上，身上一点,身上有一点,0
在开封一直看,准备去郑州看看,0
大概多少钱？多长时间？,大概要多长时间能好,0
可以用吗？,是不能用吗,1
你们医院采用什么方法治疗,那你们所的治疗方法是什么,1
3个月红色,5个月10天,0
一个疗程的药大概多少钱,一次大概多少钱？,0
有两个星期了，全身都是。,脸上，身上都有，有二，三个月了，,0
好的，谢谢了，可以摸治疗湿疹的药膏吗,我想问一下头部用什么药洗头比较好,0
两个腿上,四肢有点,0
一直在用,一直在看,0
不是是吃的,不是皮肤。,0
没有好过一直在治疗没有效果,但是一直治也没有效果。,1
都做啥检查,都是些什么检查,1
可以加微信看看吗,加微信也可以啊！,0
是复发了吗,每年复发,0
现在是不是更严重了,现在不严重了,0
腿胳膊，背部有几个,腿，胳膊都有,0
几天了吧,一年了吧,1
QQ吧？,微信也是你吗,0
你好，这个药吃上有什么症状,我想知道这个药有没有激素,0
会传染不会？,这个会不会传染呢,1
最近又出了,最近又多了,1
30半年了,30年了。,0
腿上有一小块，好几年了,在小腿上，十几年了,1
医生说牛皮癣啊,我这是牛皮癣,1
红皮肤牛皮癣,点滴型牛皮癣,0
你们是用西药，还是中药,你们是吃中药调理还是,1
你的电话,这是我的手机号。,0
那个会传染吗,会传染吗？,1
不是我是我妈,我的不是,0
不会是骗子吧,你不会骗人吧??,1
你能治好，去根你能治好去根吗,能彻底治好么,1
刚咨询的一个医生,医生给开的。,0
最近几天才发现,去年才开始发现,1
都十几年了。,有十多年了,1
牛皮癣要注意什么呢,牛皮癣是什么,0
洗把脸皮肤干燥疼怎么办,哪里看皮肤干燥皮肤屑,0
是不是头癣呀,说是头癣,0
主要是头部有腿上的已经要好了，头上的一直不好，还加重了,之前有的地方没有了。但是身体其他部位有了。,0
我们不是牛皮癣,我的不是牛皮藓啊,1
十多天了？了,十几天了,1
卡泊三醇软膏有激素吗,达力士卡泊三醇软膏价格,0
你们是人民医院吗,人民医院,0
是皮肤科吗？,开设皮肤科,0
不好照呀,没有，都说不好治,0
传染别人吗？,会传染吗？,1
那怎么办呢？,那怎么办,1
身上有几处,身上也有几块,1
腿上最多,腿和胳膊最多,0
没有在家,他没有在家,1
身上和头部都有,腿上，头部都有,0
是不是牛皮癣？,牛皮癣是不是治不好,0
会传染么？,会传染不会？,1
医生说银霄病,没有   说是血热,0
什么意思啊？,什么意思啊,1
胳膊和腰上,腿上和脖子上,0
以前也有，都是夏天出，也没在意，自己也就好了，今年出了一个越来越狠，就去弄了皮老大来摸，这个好了，别的地方又出了，头上，背上，胳膊，腿都有，吃了一星期药，还有摸的药，还用中药洗，基本上都好了，现在没吃药，又开始出了,之前不知道是什么病，也没太在意,0
也喝中药了,一次吃了药,0
男性7岁了,女性有8年了,0
头上是这样的,长了一个,0
在腿上和手上,在腿上，和胳膊,0
还不确定是不是牛皮癣,可是经检查确定是牛皮癣,0
后背也有不多,背部不多,1
刚咨询的一个医生,让医生看了，说是,0
你确定能治好吗,能治好的吧,1
不是很清楚,我也不太清楚 能给你,0
咱们是哪个医院,咱是哪个医院的,1
能告诉我下这个是什么皮肤病吗？在你那能治吗？,你可以给我看一下，我的是什么病吗,0
好了还会在复发吗,看好了，有复发,0
这是不是牛皮藓,只看牛皮藓？,0
只有屁股上有一个,只有头发上有,0
没有啊，我就是最近才有了这个,不是，我给别人问了,0
我不知道了,不知道了,1
那应该怎么治疗,该怎么治疗呢,1
我们医院在哪？,在北京和我们县医院,0
为、什么,请问用什么药,0
牛皮癣不属于吗,是牛皮癣。,0
只是头皮屑比较多,有头皮屑,0
今天去看医生，医生说是,让医生看的,0
你们那怎么治疗,要怎么治疗,1
要多吃什么少吃什么,什么都吃，什么都喝,0
你们是怎么治疗,怎么治疗？,1
不会传染人是吧,传染人吗,1
红色 一个一个的 有3年了,现在就是头上，到是不多,0
你是医生吗,是医生吗,1
咱这边是什么药好呢？,用什么药好啊,1
牛皮癣怎么治,怎么治疗牛皮癣,1
喝中药调理可以吗,有可以内服的中药吗,0
用的中药还是西药,吃中药也有，中药抹也有，,0
几天了吧,快一年了吧,1
你们医院的位置在哪,去你们医院,0
腿部，有一个腿好了，左腿没有好，快两年了,胳膊肘与手面上  患病三年了,0
医生说是，我看又像又不像。,他不是医生吗,0
全身，4年,全身，三年,1
没怎么治疗,咱们怎么治疗呢,0
半年左右,10天左右,1
是药膏吗,去了，医生说抹药膏,0
还有点痒。,有时候有点痒,1
四肢和上身，一个月,头部，3年,0
牛皮癣的另称？,我患的就是牛皮癣,0
你在医院在郑州吗,你们医院在郑州玛,1
头，身上,头，脸上,0
一般都是怎么治疗,这怎么治疗呢,1
会传染不会？,会传染么,1
背上出了几个红点点,几个白点点,0
喝中药调理可以吗,用中药？,0
你们是啥医院,如果是我就去你们医院,0
头上也痒,身上也痒,0
有什么好的治疗方法吗？,请问：用什么方法治疗最好？,1
身上，有好几年了,头上，二十多年了,0
我身上有几个红点,身上有白点,0
以后会复发吗,是复发了吗,0
后背严重,头上，手上严重,0
你这个医院是开封朝鲜医院吗,咱这是开封皮朝鲜医院么,1
这个是什么,这是什么病,0
就在这里说不可以吗,你说不能,0
腿上和头上，一年多了,脸上，有两三个月了吧！,0
治好以后还会复发么,也治好过，又复发了,0
肚子还有胳膊,胳膊  腿  背,0
只治疗牛皮癣吗,只看牛皮癣,0
我没有照片,我现在没照片,1
头上，身上一点,身上一点,0
我这胳膊上的是什么 可痒,手上长的什么呢,0
5个月了20,半年的时间了,0
我的不知道是不是？,我也不知道我这是不是癣,0
是银屑病，,银屑病吧,1
嗯，，看过,嗯，看过了,1
有半年了，就头部,头部，半年了,1
不怎么好转,没什么好转,1
银屑病不是冶不好的吗,这不是银屑病是吧,0
不是您医院,去不了你们医院,0
在脸上，有一星期了,脸上，半年了,1
有两个星期了，全身都是。,全身都有，一个多月了,1
还是刚那个,还有这样的,0
你那里能除根吗？,不能除根是吧,1
这牛皮癣是怎么引起的,牛皮癣是什么引起的？,1
什么 中药？,中药调理,0
谁说是牛皮藓了,去了，就是牛皮藓,0
你不是医生呀,他不是医生吗,0
都没看过,是孩子，没有看过,1
有十多年了，全身都有,40多年了，全身都是,1
几年了，复发了,是复发了吗,0
30半年了,嗯   有78年了,0
怎么治疗呢,需要怎么治疗？,1
医生说是点状牛皮癣,医生都说是牛皮癣,0
头部，背后，腿上,头部，耳朵上，胳膊上。,0
那医院叫啥名,我们医院在哪？,0
这是现在吃的药,现在用的抹药,0
我想咨询"开封朝鲜皮肤科医院",我想咨询"开封朝鲜医院",0
你不是医生吗？,你是医生吗,1
这种病能治好吗？,这个病能治愈吗？,1
上身，半年多了,全身，20多,0
请问这个怎么治疗,请问需要怎么治疗,1
怎么传染啊,那个会传染吗,0
只是头皮屑比较多,我有头皮屑,1
那明天吧，,明天吧？,1
是中成药吗,吃中药，中成药,0
为、什么,什么药可以治啊,0
你才有牛皮癣！,你才牛皮癣,1
咱们这怎么治疗的,但是咱们的治疗是怎么治的,1
只看银屑病还是,银屑病你们才看吗,1
胳膊还有后背,多在腿和手臂,0
有1年了,已经快3年了,1
医生说忌,医生就开这个药了,0
这两个月严重了,这两年严重了,1
你是哪里的的医院,医院位置在哪呢,0
胳膊和腰上,腿上和腰上,0
还会复发吗,刚复发了,0
一般都是多长时间好,刚没多长时间,0
最近又出了,今年又有了,1
头部5年,头部 四年,1
以前好了，后来又复发了。,抹药以前好了，现在又出来了。,1
半个月了吧,有两个月了吧,1
怎么传染啊,请问会传染别人吗,0
这样是吃西药还是中药,吃西药，这一年多吃的中药,0
脸上也是,身上也会有,0
是不是皮肤科,去了皮肤科,0
只看牛皮癣？,他说就是牛皮癣,0
