,uuid,sentence,sentence2,label
4276530017270012,8363010048363009,你在厦门吗,厦门太远了,0
8330100032530003,8330100026010001,我想问下打瘦腿针要多少钱,我想问下男生能打瘦腿针吗,0
1850300038242014,1850300017618012,太夸张的不喜欢。,喜欢比较夸张的,0
1850300039866014,1850300022270014,身高一米五八！体重一百零几斤,身高一米五九,0
2808500023448012,2808500000125008,嗯，想吸腰部和肚子。,腰部腿部手臂,0
6708030046048010,6708030043896008,生了小孩也一样有,生了孩子后,0
5979500011433037,8881750035299025,我的先咨询一下,在咨询一下环钻,0
1800280046960005,1800280025095005,眼部皮肤也有些松弛,可能是皮肤松弛引起的,0
3991420084329001,3991420079794002,眶额释放和外切去眼袋多少钱？,我做了内切眼袋,0
7419650006030016,7419650002487012,我只会看微信。,有微信可以聊不,0
5534870029908001,5534870001572002,脸上出来痘痘是什么原因？,我下巴一直起痘痘是什么原因呢,0
8388040002008015,3991420092362005,单眼皮 闲眼睛小啊,我是眼睛本来有点内双,0
1800280077144010,1800280062009010,不知道微信多少,微信没啥用,0
8363010000133005,1800280086698006,二氧化锆全瓷美学冠一个要多少钱,钴铭合金烤瓷牙套多少钱,0
1600310013773024,1159720064436004,明天可以去不,那就是今天下午可以么,0
1600310014129036,1600310013075011,假体有些什么,假体是什么材料做的,0
5727500018383001,7419650008870001,黑眼圈重,眼袋咋去,0
2259130009500007,2808500028176001,去眼袋要手术吗,做微创去眼袋手术,0
8330100004008008,1850300054686003,您就说一般是多少钱到多少钱吧,一般好点的多少钱,0
5534870118439014,5534870103850017,要微信发吗？,你把微信发我，我加你吧,0
8388040095492005,8388040087940005,89年的，男,41梦,0
1800280018776001,1800280015428004,超皮秒全面部是980元吗,超皮秒全脸980元吗,0
3991420057222017,3991420040194009,全隐形的是怎么样的？,全隐形的怎么算,0
1159720045180006,1159720025863018,是医美,我是找华医美。,0
8363010023226000,8363010003304011,只接受微信,13162977763这是我微信,0
3991420084547012,3991420081808015,那应该需要做什么,需要补什么吗,0
3991420006944038,3996870005497016,过来报手机号就行？,我的手机号18028790806,0
1850300038858005,1850300019021026,都有什么牌子啊 打鼻子的,是用的什么牌子,0
9170690004943004,5015660005143010,13914713798这我妈电话,电话说一下,0
1817780000149007,8997980034183003,这个属于内双,内双，属于肿泡眼那种,0
3991420084214015,3991420082188022,行吧，我这边加你微信吧,237933176  加我微信吧,0
4276530016952023,4276530011468010,是华美整形医院是吗？,华美啥,0
5979500010910034,5979500000053004,伊婉和乔雅登,伊婉是多少钱呢,0
8530000018673020,8530000003974006,好点牌子是什么,什么牌子呢？,0
8330100030485013,8330100014239020,拜拜拜拜啦,算了 拜拜,0
8881750002807019,1817780003504012,价格是多少一一颗,哦，价位都是多少呢,0
1817780000660016,8997980030706031,谢谢您，那我考虑一下吧,好的，谢谢哦，没有,0
1800280043053012,1800280025282013,为什么要转接呢,转接了吗,0
8363010023030030,8363010018052008,电话说把,我给您打个电话吧😁,0
8997980041370001,8997980032588001,7月泉州美莱暑期整形节抽奖姓名:何书晴手机号:18960729159奖品:水密码项目,7月泉州美莱暑期整形节抽奖姓名:吴丽萍手机号:13799472279奖品:修复面膜,0
1600310075959009,1600310070465010,？微信,微信wrx15769898550,0
8881750034334043,8881750027918001,我想问下皮秒和超皮秒有啥区别,哦，那皮秒，和超皮秒有什么区别？还是所有的斑就制作超皮秒就能解决？,0
1600310038916031,1600310021763006,昆明的哪条路,是在哪条路？,0
7419650005877002,8592480008700004,13303419540  我电话 电话沟通吧,我的电话是15002746023,0
8530000018941053,8330100033936026,方便我过来,多方便,0
8881750002709003,1817780014742009,嗯，生了一个小孩,孩子断奶后胸就特别软,0
5534870029910001,5534870001914010,就嘴巴下面,嘴巴下面长小米粒,0
5534870075565012,5534870039737006,但不是痘痘,堆积的 痘坑了。 痘痘不长了。但是痘坑太多了,0
8388040120998019,8388040117966017,一疗程几次，多少钱,有疗程么,0
1850300010270001,2259130011790018,大概多少钱，可以说嘛,弄一张脸大概需要多少钱,0
8881750002809001,1817780003079002,隆鼻需要多少费用？,注射隆鼻费用多少,0
8388040002101009,3991420098255002,衡力的瘦脸针多少钱啊？,保妥适多少钱一瓶？,0
1817780000749009,8997980020573007,然后皮肤暗黄,后天的，皮肤有点暗黄,0
3991420084573002,3991420073552001,你好，门牙感觉有点长，可以磨短吗？,门牙蛀了有点，可以补吗,0
2259130009977002,2808500027401014,国产的需多少钱,国产瘦脸针多少钱现在,0
6708030022369002,6708030013285001,丝雾眉和雾眉区别,雾眉的话要多少啊,0
8388040070282008,8388040068504002,一颗多少钱，十颗多少钱？,多少钱啊一颗,0
6708030021602008,6708030015918002,问下切双眼皮价格,就是问下价格方面,0
1800280046131036,1800280019479021,13326423539这是您的号码吗,就登记一个号码就可以了是吧,0
6708030045639003,6708030032115012,是大腿,大腿环吸，腰腹环吸,0
5727500018121023,5727500002027047,方先生,你是先生还是小姐？,0
8881750002752004,6068820000359008,泪沟挺深的,苹果肌泪沟法令纹,0
3226050022433063,8530000023331019,别打电话，发短信可以,13907189018发短信就可以,0
1600310075189071,1600310060223019,只有我加,那我加您的,0
5283910004891004,8839580028342022,15179149971，这是我微信,他没有微信,0
8330100004031017,8330100003133016,好的你加我QQ,那你加我微信吧15601827128,0
5283910005089001,8839580020250013,能管多久呢！,线雕鼻能管多久啊？,0
1850300039815010,1850300011297013,发在这里一样,就发在这里可以吗,0
5998600011680009,6577100002642005,我想跟聊天。,这个可以聊天的啊,0
6708030046454019,6708030039493020,好的，我考虑一下，谢谢！,不，谢谢了,0
1159720049936016,1159720035294007,打字也可以,打字能看到,0
8839580017387007,8412990006532005,有去看了一下,你跟我说一下你们的呀,0
1159720014518007,5283910017730001,15608409497 脱毛,脱毛 不行 脱了还会涨,0
5727500018063016,7419650007875008,不想做开刀的,还有开刀啊？,0
1850300039611001,1850300027669021,你们祛斑也是499？,祛斑是499元吗,0
9170690005353001,5015660011834002,你们做的双眼皮是埋线嘛,做双眼皮全切还是埋线好,0
8330100004082004,1850300047251008,可以做眼袋吧,眼袋大做多少钱,0
3996870001099014,5732510023866007,32。男的,18187112216，22岁,0
8388040145770008,8388040124324009,主要是小腿   大腿还好一点,小腿大腿都挺粗的,0
5727500018142001,7419650011663002,我想纹眉大概多少钱,纹唇得多少钱,0
1850300039606003,1850300021059001,打瘦脸针是多少钱一针？,现在瘦脸一针多少钱？,0
1800280076575009,1800280052306006,现在打吧  谢谢,嗯  谢谢你,0
8530000018811013,8530000012006020,不想去医院。,在别医院,0
3991420007216001,2875580012266001,您好 你们有电话吗,牙医生您好！,0
9963270022232007,5534870126550002,小时候脸上的伤疤能去除吗？,脸上凹下的旧伤疤能去掉吗,0
5732510040785015,5732510013639020,林芝不是吗？,我在林芝,0
1800280046988041,1800280024896025,是9楼？还是11楼？,11楼登记是吗,0
1600310075858002,1600310048521006,我的是国字脸,方形脸怎么变瓜子脸,0
8530000016575005,8530000000445007,13年隆胸,脸13,0
2259130010941008,2259130004587002,请问微信多少，我加你了解一下,我加你吧 你告诉我微信,0
7419650004458049,8592480003624012,您发来我加你吧,我加一下你,0
2259130010861008,2259130009088010,之前没做过，要做几次？一次多少钱？,要多少钱做一次,0
8530000017809033,8530000000711031,全部发过来吧,你能发过来吗？,0
5534870074083010,5534870055363004,有加微信吗,微信丢了,0
8363010023189010,8363010001727025,家在厦门,还是厦门,0
8363010000521019,1800280081397012,最优惠呢？,可以在优惠一点么,0
3991420057727018,3991420042686001,拔一颗智齿要多少钱呐？,智齿啊,0
1800280046368021,1800280022754023,天河区这边的,有天河区的吧,0
8388040121001012,8388040100946024,好的，我微信是aiwoma719347918,电话微信给你,0
3991420057690001,3991420045526006,之前没有哦，想咨询一下价格,咨询一下隆胸的价格？,0
8388040024834017,8388040005980012,您这是正规医院还是什么,哦，什么医院？,0
1800280016943007,2860740007125012,单眼皮。内双。偶尔会贴,内双，上眼肿眼泡,0
8881750002035017,6068820002536012,考完试我加你吧,加的上吗？我加您吧,0
8388040047631009,8388040027851009,没有，就只需把鼻梁垫高,我相当于没有鼻梁,0
5998600011928009,5998600011052004,咨询一下斑,没有就咨询一下,0
2808500023390012,2808500007907019,这个是做手术吗,要做手术，就不做了,0
5283910002924027,8839580025986046,电话号码不记得,就是你电话号码是吗？,0
8388040172040028,8388040169931016,需要提前预约什么的吗？,那是要提前一天预约,0
8412990003868011,9963270027331022,880包括了什么呢,880是做什么眉毛,0
8839580015504002,8839580001809008,24 岁 男士,24岁可以吗？,0
8388040145754002,8388040133008028,我给谁微信联系,嗯，有什么电话联系吧,0
2773850013949006,2773850007826009,他是什么原理,仪器什么原理,0
8388040001796010,3991420092104006,能回电说么,不回电算了,0
3996870000474016,5732510031996003,就  自然想出来的,那谁更自然,0
5727500018300006,7419650012744001,[色][色][色][色][色][色][色][色][睡][睡][睡][睡][尴尬][尴尬][尴尬][尴尬][尴尬][害羞][尴尬][尴尬][害羞][害羞][害羞][害羞][害羞][害羞][乖][乖][色][色][色][色],[尴尬,0
7419650005707016,8592480000957020,发微信上就行,说加我微信,0
6577100002189023,6708030063057001,眼部袪皱怎么收费,嗯。安全就好怎么收费,0
8363010022758002,8363010009900001,你好，请问玻尿酸有做活动吗,你好，请问活动到什么时候呢,0
6708030046484006,6708030038265008,单眼皮、,是丹凤眼,0
8388040024902009,8388040012811030,一个疗程怎么算的价格,这些是怎么收费的 要几个疗程啊？,0
8388040120277008,8388040104560050,怎么保湿,保湿美女补水,0
8388040024652011,8388040016349007,我加你 微信聊哈,她让我加微信,0
1800280018638027,1800280011426005,做一次去黑头的疗程多少钱,三个疗程多少钱,0
8388040172155000,8388040152505009,但是需要咨询一下价格,我想咨询一下拉绉的费用,0
9963270022306002,5534870121285013,鼻子长痘。,长痘在额头,0
5860280008463004,5860280005162014,嗯，那我看看,我看看那种？,0
1850300039272001,1850300024678013,被太阳嗮,被太阳晒黑了怎么办,0
8881750034238030,8881750029558019,打完过几天不会疼吗？,打完头几天表情会不会僵硬,0
1800280017655002,1800280016201016,瘦脸针580对吗？,瘦脸针580是两侧吗,0
1600310013893011,1159720057119017,自体脂肪成活率高吗,填充是脂肪吗,0
2259130011003005,2259130009138002,大腿抽脂多少钱一次,抽纸多少钱一次,0
1600310044400051,1600310031651006,一个星期以前,应该要一个星期呢,0
8388040170493013,8388040146305010,这个手机号码是添加微信的号码吗,微信号码  w1714211420,0
3226050022749029,3226050011542017,到是有个你们家的微信,我不会弄微信,0
8388040121205004,8388040103623015,纹眉算治疗？,这个纹眉,0
5534870026775022,5534870006109031,12岁减大腿,我朋友12,0
1850300039685001,1850300034221001,请问一下，一般做烤瓷牙多少钱一颗,请问种植牙多少钱一棵,0
8388040200560029,8388040181933003,全瓷牙？,钝肽烤塑冠和全瓷牙,0
1817780000661008,8997980029618003,如何让自己的胸变大,如何可以把眼睛变大,0
1850300039440001,1850300025119007,耳软骨隆鼻好多,你做耳软骨隆鼻多少钱,0
8388040071840007,8388040061936012,哪种好看呢,做哪种类型的？,0
1850300062939005,1850300060726001,店是在贵阳吗？,在贵阳哪里,0
6708030069540015,6708030055898004,你们是广州美莱医院吗,没有在广州美莱打过,0
8388040145862030,8388040127516024,等我有时间再来联系你,明天𠂆里忙，有空和你联系,0
5979500011208006,5979500003753007,没有过，17岁,17岁可以割吗?,0
8881750002809001,1817780015737024,没有。假体费用多少呢,注射隆鼻费用多少,0
1850300009755005,2259130013016010,就是上牙包住下牙,下牙参差不齐,0
1817780000074017,8997980041798024,腋下和手臂一起多少钱,胳膊 小腿 腋下,0
8388040096433011,8388040087490015,中间间隔多久做一次,间隔多久注射一次,0
2808500021013035,1600310076101012,应该是中度或者是重度了,应该就中度吧,0
8363010047801006,8363010046263001,水光针是打针的么？,水光针就一种吗,0
2773850016239005,5998600020253003,小腿，手臂，腋下,腿部腋下,0
1850300061686017,1850300044691029,我是在贵阳上学啊,我没在贵阳呢,0
5860280008376012,5854910018799011,月光和冰点的特点是什么,嗯，冰点痛吗,0
1600310012083006,1159720067237003,美容小店,美容仪,0
3991420032471006,3991420024517008,用什么可以好,要做什么牙,0
1800280077124006,1800280061323003,想学皮肤管理跟半永久,这些是皮肤管理的课程吗,0
3991420084529010,3991420063943014,我今天做了超皮秒去斑,超皮秒吗还是什么,0
5283910004148030,8839580039428003,曼托光面价格也报过来,曼陀呢,0
7419650005656014,8592480006636001,之前做过埋线，现在想全切开眼角大概费用多少,全切价位一般是多少,0
5732510009274026,5979500012800070,你发个价格我看一下,15608918595发个价位,0
5860280008164011,5854910009525024,你微信多少？我加,我加你，我微信复杂一些,0
6708030046556009,6708030044697013,要不我发张照片给你，加微信聊，可以吗？,要不我加你微信？ 您详细说下,0
5727500018623006,5727500001755016,有他的联系方式吗,您把他的联系方式给我可以么,0
3226050022588034,3226050005151024,她明天要去的,明天可以去,0
8530000018243013,8530000007937020,还要做隆鼻,那隆鼻多少钱,0
8388040172220021,8388040151410018,不想再做牙套了,要上牙套吗？,0
8388040047923012,8388040036876006,门牙有两颗龅牙,门牙整齐,0
1800280018250011,1800280012835004,15620715169电话沟通,电话吧？,0
5727500018648006,7419650006477004,显得下巴短,下巴啊,0
9170690005238001,9170690004708001,你好  请问预约电话是多少,请问脱毛电话多少,0
8330100004160001,6903320000898004,填充太阳穴用玻尿酸啊，多少钱,填充太阳穴多少钱呀，脂肪填,0
8530000018569007,8530000002236023,这个加微信,也不想加微信,0
8388040072108009,8388040060262036,那大概是多少了,这边大概费用是多少？,0
5534870074312004,5534870042161004,我是男士可以吗,男士脸部胡须可以做吗,0
8388040200362006,8388040195992020,一般多大奶，是正常的,多大才算小,0
2259130011143066,2259130004239018,就是钢丝,那钢丝的呢？,0
6577100010425004,6577100006888008,就洗牙,洗牙多少钱呢？,0
3996870001411021,5732510029827014,我有QQ吗,我微信是另一个号,0
8388040047876026,8388040044982002,您好加个微信聊下巴,你先加个微信我们聊吧,0
2259130011151011,2259130009777006,门牙往外了,上排门牙有缝隙,0
3991420057796008,3991420052191008,大牙，最后一个棵,拔了少一个大牙,0
1800280074360002,1800280073180005,还有Botox瘦脸针,Botox 瘦脸,0
9963270022044008,9963270014059010,我有个朋友在你们那里做过的。,以前去你们那里做过吸脂,0
8388040072094006,8388040063777013,一次就可以处理干净了是嘛,一次还洗不干净啊,0
8881750034197018,8881750014879012,要不然先加个微信吧,你加我微信吧18734709089,0
5727500018523009,7419650006113001,脱毛13476032624,不是，需要少量脱毛，电解法脱毛,0
8330100032300019,8330100024482008,我发的微信收到了吗,没收到微信,0
6708030068513028,6708030056835015,哦，我家姑娘就住在天河区,我在天河区呢,0
2773850044901006,2773850019350007,双侧的价格吗？,单侧呢,0
1817780000883022,8997980047482012,微信方便电话不便,微信我不方便的,0
1800280046512007,1800280034632004,想了解下私密问题,私密做吗,0
6577100002112010,6577100001669006,用什么方法治疗好呢,是用什么方法洗呢？,0
5534870117331008,5534870108450001,你好，请问是西安西京医院整形医院吗,你好，西安那家整形医院好,0
1800280046944004,1800280030455015,多久为一疗程？,整个疗程要多久？,0
6708030022300013,6708030019165042,她告诉过我，我忘了,他也告诉我价格。,0
8388040071736006,8388040052449005,李良，QQ：3108343136，电话：173 1938 0190，同微信、,微信通过一下  微信说,0
2773850044778009,2773850025491001,医生你好！,段医生给我做的,0
6708030067684192,6708030055148004,十大精品首单0元吗,首单0元是啥,0
1159720050696031,1159720042504029,这是短信,发什么短信？,0
5727500018593010,5727500015100001,眼皮松了怎么办？,眼皮肿，眼睛小,0
8388040024465002,8388040013027002,牙周炎，牙松动怎么办,牙齿松动，牙龈萎缩怎么办,0
5534870029423031,5534870004347008,我的手机号13335399680,手机号都可以发,0
1800280017898002,1800280016788002,你好，否词QQ：1424007202，谢谢,你好  麻烦转达你们竞价否词  谢谢,0
8330100031260009,8330100022569004,加你微信号呢,wqy15966722300加我微信号吧,0
5979500010850014,5979500008950013,18354819064微信,您说下微信吧,0
2259130010409007,2808500027951005,想问雾眉,粉雾眉多少钱,0
8388040172175004,8388040157493008,这大概是多少费用？,脸部吸脂大概费用再多少,0
8388040120804027,8388040114592025,15618062121 顾。可以加微信,加微信没,0
2773850015466021,2773850010590028,什么助理,郝助理,0
8388040096565010,8388040074528028,这是个我微信,加亲微信,0
8530000018833008,8530000006691005,脱上臂,大小腿分开的？,0
8412990003793023,8412990003546020,已经给了电话了,18150157265这个是你的电话吗,0
5860280008290012,6658970002510002,怎么去黄褐斑，老年斑,主要是晒斑，雀斑，一点黄褐斑,0
5534870075469017,5534870044024006,恢复自然多久,去掉多久恢复,0
1850300010403009,2259130018044004,你鼻梁，山根比较塌平，鼻头圆顿，鼻翼较宽,鼻翼两侧鼻头,0
8388040145770008,8388040137121005,胳膊有点粗 大腿也是,小腿大腿都挺粗的,0
5732510040965001,5732510022923012,只要变白了就可以了,怎么样了可以变白,0
1600310075945003,1600310047970003,全开双眼皮加开眼角大概要多少钱,现在双眼皮多少钱啊钱,0
8530000018569007,8530000000165005,好的加您微信了,也不想加微信,0
8363010046690001,8363010041101013,都是用脱毛膏,腿毛较多，用脱毛膏可以吗,0
1800280046866014,1800280034692012,黄色吧,咖啡色。,0
5534870118348011,5534870076214016,你不是说微信聊吗？你微信回一下信息可以吗,那是你的微信吗？,0
1600310014676022,1600310005498022,你加我我发给你吧,你加我吧214951318,0
5015660000763038,4276530015072009,不过没这么贵,我去差这么多,0
5015660001127008,4276530012391002,双眼皮现在做多少钱呢,双眼皮下,0
8412990003801014,9963270039614003,➕我微信353047474,发我微信可以吗,0
9170690004964005,5015660009356011,海威多少,伊婉现在多少,0
3991420078612011,3991420075214013,打过瘦脸针。,打过瘦脸针，玻尿酸下巴,0
3226050022672007,3226050015875010,左下倒数第二颗。,是板牙,0
8330100030898007,8330100028458001,肉眼泡内双,👀是内双,0
8363010021468003,8363010020706016,啥叫包干,小腿脱毛包干呢,0
7419650005867004,2773850045746018,18724547558我微信,电话微信,0
8388040120983027,8388040100339009,喂过两个月左右,一般隔几个月打,0
8530000018115016,8330100040067012,能埋线么现在的技术？,是埋线还是割,0
5534870075564001,5534870054737001,这是纹身吗,我去纹身,0
8363010023220000,8363010008371001,你好。现在纹眉多少钱,你好！现在有没有永久性的纹眉,0
5534870075587004,5534870052336016,微信可以告诉吗,1720907011 微信同,0
6708030022217005,6708030014914004,没有，一个眼睛内双眼皮，一个外双眼皮,有双眼皮，,0
1159720016696007,1159720012015006,三岁宝宝摔跤摔的,孩子快三岁,0
3226050022711002,3226050005630021,你们医院好黑啊,你们医院有失败案例吗？,0
2259130010713009,2808500028382007,90KG，24岁,24，姓姜的,0
8388040096506009,8388040079092027,不会太远吧 我在虹口区,我在虹口区呢,0
2259130011176020,2808500024261012,太阳穴深，泪沟深，,也是填充了泪沟 还有苹果肌,0
1159720016312003,1159720007472003,拉皮多钱，耐多久,得多少钱，多久,0
6708030022499012,6708030002590049,也不知道去哪里做,您们在哪里我都不知道,0
1600310012429014,1159720052064003,男孩13岁,要13了,0
1800280046987004,1800280021638012,15296148620加我微信吧,已经加微信 了,0
1600310014681012,1600310001935015,是轻微的，大概是多少价位,这种手术大概在多少价位,0
5732510004266001,5979500011523011,上眼皮太松,上眼皮塌下来了,0
1159720049325027,1159720028180033,大概价位怎样,一般做一次大概费用是怎样,0
6708030046549001,6708030032400009,你们是个医院是吧,你们医院在白云区有没,0
5727500018456019,7419650010844019,py3275075261我微信,我微信。,0
1600310043866041,1600310035300011,买一个大概多少钱,能问问大概分别是多少钱吗？,0
7419650005984002,7419650000389001,修复双眼皮的价格,双眼皮价格是？,0
8330100032433039,8330100006538028,你们有微信吗？加一下你们的微信呗,您可以加我的微信吗,0
5534870075557008,5534870040248009,做一次是什么效果,洗一次有明显效果吗,0
8388040145661007,8388040124384024,2号线边上,4号线和6号线？,0
6708030069280014,6708030065093024,没有会员,我是会员吧,0
5283910004891004,8839580029813026,我有黄医生微信,他没有微信,0
1800280077144010,1800280074053009,你微信干嘛不通过,微信没啥用,0
8881750033563007,8881750020620005,面部，60,60 女性,0
5534870030070012,5534870024135014,好，你把微信发给我吧,这个是你微信吗？,0
5860280007916013,6658970000434017,－肚子大腿,腰部  腹部  后背,0
3991420007661016,2875580010340011,发育不良松弛下垂,下垂 松弛加妊辰纹,0
1850300009805001,1850300009414004,整容的？,整容酒窝,0
5979500011181040,8881750041270014,就不会疼啊,以后也不会恢复,0
1800280046984027,1800280043659018,遗传啊,有些是遗传的,0
8388040145288046,8388040143455002,15062667382杨女士,柏先生,0
8388040171500026,8388040148465007,皮秒是去斑的吧？,皮秒有的,0
8412990003791006,9963270026017016,眼睛上吗，眼皮,眼皮薄的那种，单眼皮，偶尔又会双，眼睛小,0
8881750002209001,1817780012981029,那如果是割双眼皮的话多久恢复呢,做了双眼皮多久恢复,0
3991420057926005,3991420039112030,有帖双眼皮,问一下双眼皮手术,0
1600310075886006,1600310045473023,我好做打算,刚刚打算要做,0
5979500011218019,5979500003557052,我加你。就行,您发您的 我加您吧,0
3991420007614008,3991420003531022,想和女性一样,女性就做吗,0
8881750034309004,8881750017485049,好的 知道了。明天见,今天来的想明天打,0
2259130011010005,7830660006971005,我鼻子侧面,鼻子低跟大,0
8388040145823008,8388040123355003,你们都怎么治的呀,你们怎么那么贵,0
5534870073226005,5534870062818010,你先这样回复吧,能回复么,0
5534870075212004,5534870031302004,出油挺多。,是不是脸还爱出油,0
2773850015702010,2773850011195003,皮秒能做吗,几次皮秒能去调?,0
7419650005951005,8592480001790013,还是怎么的,是怎么做呢,0
1850300010373011,2259130020342031,微信工作的,可以的   我的微信：x84801837,0
8388040096059008,8388040083313005,是脂肪多，24女,24  男性,0
8363010047624032,8363010046905011,整合大概多少钱,最低多少钱 大概,0
5283910005152012,8839580038960017,好的辛苦，谢谢,好那谢谢了,0
5732510007646007,5979500019596011,不知道怎么给你发图片,你看看啊，我发图片,0
5283910004894004,5283910004370011,那请问费用多少？,请问整形大概需要多少费用,0
2808500019566004,2808500005841010,glutax美白针多少钱,贵妇美白针多少钱,0
8911670003263001,5732510014620002,请问男人怎么样才能快速美白,请问怎么样才能快速的瘦下来?,0
2773850044914006,2773850040798001,祛痘印一般多少钱,一般的多少钱啊,0
5860280008232003,5860280007478057,还要做仪器吗？,那个仪器是什么仪器,0
8388040001605012,3991420108986013,单眼皮，但是眼皮薄,小眼睛内双，薄眼皮,0
5727500018383001,5727500015955001,眼袋肿大,眼袋咋去,0
1817780000893002,8997980048168003,可以消除疤痕,剖腹产的疤痕，可以去除吗？,0
9170690000946003,5015660008722006,男生 13岁,一个13岁一8岁,0
8388040096643002,8388040088359003,这个祛斑弹吗,你们祛斑有吗,0
8330100032514009,8330100019997012,肋骨加彭体多少,肋骨的又是多少？,0
8388040023984006,8388040004853008,太阳穴额头下巴可以用脂肪填吗？,下巴和脸颊的脂肪多,0
3991420032005027,3991420016312020,这个是你手机号么17722593969,我手机号是13826526939,0
9170690004924015,7261990000846004,加微信聊吧 1149172487,可以加个微信；聊,0
5534870030076005,5534870024048008,那平时应该注意什么呢,请问割完应该注意什么,0
8530000017072003,8530000010269006,和乳头,什么乳头是病吗,0
8412990003799007,9963270034358005,我一边双，一边内双,一边内双一边外双,0
4276530018024015,4276530016005020,我人在柳州所以咨询柳州的,是在柳州对吗,0
1159720066312004,1159720064329020,南二环哪里,汉中南二环？,0
5979500011324079,5979500002076035,我今天有空过去,明天我过去找你,0
8363010047679038,8363010041114014,自体脂肪是自己身上的脂肪拿去填充不是吗,自体的脂肪是填充,0
1600310013374011,1159720053965007,应该是31😁,今年31。,0
1850300010363013,1850300004039012,我是想了解一下价格，比较下,我想了解一下费用什么的,0
3996870001623029,5732510026164004,怎么说嘛,怎么可能呀,0
3991420056224009,3991420041114014,鼻尖软骨塑形,想延长鼻尖,0
8388040001980019,3991420099883004,仿真眉能管多久？是不是更自然,文眉能维持多久,0
9963270020252026,5534870122961007,自己导航,我导航吧,0
8388040024904012,8388040002552019,要满18么,我明年就18,0
8839580017451007,8839580005838004,腋下，腿，手臂,大腿，小腿，腋毛，手臂，唇毛,0
1159720016697029,5283910007796014,你的发来，我加你,你电话号码发给我我加你,0
8388040121196018,8388040097011002,自体脂肪隆胸手术需要多久,哦，这个手术需要多久,0
6577100000720013,6708030066125004,还是软骨？,自己想做软骨的,0
7419650004910009,2773850045485010,没有，再见。,不用，再见,0
5534870027264008,9170690011127006,内双+肿眼泡,眼睛上眼皮较肿的单眼皮,0
1159720016309008,1159720011709022,打一支玻尿酸多钱？,最好的国产的一支多钱,0
9963270022407004,9963270007224015,那怎么＋你微信？,你微信可以给我一个嘛,0
5534870074522014,5534870073399008,不是改善,么有改善,0
8388040046925007,8388040027597008,大腿 24岁 女,24.岁女,0
5283910004600006,5283910002515005,之前有脱过腋毛,是的，以前脱过腋毛,0
8839580015504024,8839580009761021,是一次性清除吗,好的，是一次性交吗,0
8388040120984010,8388040110362003,美白 多少钱,有身体美白类的么？,0
5534870118189003,5534870113408034,QQ密码,2529412756  QQ,0
8363010047040011,8363010030403029,那个海威是小分子还是大分子呢,大分子的就只有海薇吗,0
6708030046390008,6708030023438008,可能经常熬夜吧,或者熬夜,0
1800280046952001,1800280045705019,网上的10元抵1000？,10元抵1000元,0
9170690005297004,5015660010189001,伊婉V价格,想咨询一下伊婉大分子,0
3226050022442018,3226050009532007,有几个疗程,大概需要几个疗程啊,0
1600310043661009,1600310041296005,，牙龈萎缩有办法吗,牙龈为什么会萎缩呢,0
3226050016322000,3226050012894001,武汉美莱医疗美容医院武汉市武昌区,武汉美莱医疗美容医院,0
2773850014445011,5998600021640001,激光脱毛大概多少钱k激光脱毛大概多少钱,大概的多少钱啊？,0
1800280076332005,1800280048127001,微信详谈,微信说吧15073439290,0
8388040096501030,8388040086688010,你们医院是医保定点医院吗r,你们那可以刷医保吗？,0
8330100032276062,8330100027949008,皮秒是不是祛痘祛斑都可以的,可以祛痘是吧,0
8388040172219016,8388040168294028,都有什么可以适合我做。,和具体有什么方案？,0
8363010022889000,8363010010267016,你们艾莉薇多少,艾莉薇是多少价钱呀,0
8530000017158010,8330100036519006,你好？！,你好的多少钱,0
1850300010418003,1850300006912011,鼻梁扁，然后鼻头比较大，然后还有就鼻翼的那个额骨很高。,鼻头大   鼻梁都高的,0
8388040200635004,8388040192035012,一般大概多少钱一个,大概几钱，女,0
1800280017741005,1800280013464007,你们是广州华美吗？,广州华美整形院吗,0
1850300010246001,1850300004193025,就先不慌加微信了吧,加微信吧。你微信多少,0
1800280045554047,1800280021530010,你看还能查到我的名字吗,那你查到了吗,0
1800280046976007,1800280027832022,是吗？我加你,您的微信号，我加您,0
1800280018581004,1800280010571004,姓王，三十六岁了,三十六岁！,0
5534870075564001,5534870060247001,刚刚纹身了，怎么能洗掉,我去纹身,0
2773850044617015,2773850018686001,可以加微信聊吗，15902661459,不要加微信了,0
8363010047774008,8363010039645007,约了周日,周天或下周一有空,0
5283910004812025,8839580020025015,15868715051加这个微信,加微信吧现在,0
5283910004885022,8839580023792026,想和朋友一起去,朋友会陪我去,0
1600310075882007,1600310045656054,好的，先下了,好的 懂了 谢谢你,0
5998600011760025,5998600003100005,除皱针一般得多长时间打一次,一般一次要治疗多长时间？,0
2808500023476006,2808500015492008,长了半年了,纹了快一年了,0
3991420056800009,3991420034046014,杨小姐 15622202545,朋友胡小姐13530576278,0
8881750031331017,8881750011670016,还需要什么家长陪同,必须得家长陪同吗,0
8881750002256007,1817780015942005,很小吧。,很小的那种，,0
8363010047679029,8363010037194008,也要注射吗,定期注射的,0
8330100032485020,8330100019777026,你微笑多少 我加你吧,你发我，我加,0
1850300039861012,1850300014956007,有一只是双眼皮,就是双眼皮呀,0
6577100002150010,6708030069343011,现在小孩9岁,我孩子2岁了,0
